"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","Direction","Threshold"
"SHC1 Events In EGFR Signaling R-HSA-180336","1/13",0.0722453769721049,0.323567060694214,0,0,14.5270467836257,38.1725311185583,"BTC","Reactome_2022","Negative","p < 0.05"
"SHC1 Events In ERBB4 Signaling R-HSA-1250347","1/13",0.0722453769721049,0.323567060694214,0,0,14.5270467836257,38.1725311185583,"BTC","Reactome_2022","Negative","p < 0.05"
"ERBB2 Activates PTK6 Signaling R-HSA-8847993","1/13",0.0722453769721049,0.323567060694214,0,0,14.5270467836257,38.1725311185583,"BTC","Reactome_2022","Negative","p < 0.05"
"TNFR1-induced Proapoptotic Signaling R-HSA-5357786","1/13",0.0722453769721049,0.323567060694214,0,0,14.5270467836257,38.1725311185583,"TANK","Reactome_2022","Negative","p < 0.05"
"Trafficking And Processing Of Endosomal TLR R-HSA-1679131","1/13",0.0722453769721049,0.323567060694214,0,0,14.5270467836257,38.1725311185583,"UNC93B1","Reactome_2022","Negative","p < 0.05"
"COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434","2/78",0.074239134196373,0.325748788376366,0,0,4.61318118304611,11.9964109129183,"STX18;KIF3C","Reactome_2022","Negative","p < 0.05"
"RNA Polymerase II Transcription R-HSA-73857","12/1312",0.0742800087509052,0.325748788376366,0,0,1.665571321882,4.33034123953624,"IL3;MEF2C;PARP1;RMI1;INTS3;IL2RA;IHH;ABL1;TNFRSF10A;AGRP;GLYAT;NELFE","Reactome_2022","Negative","p < 0.05"
"MAPK1/MAPK3 Signaling R-HSA-5684996","4/277",0.0759112875599868,0.329081794381745,0,0,2.58878658878659,6.67438340910765,"BTC;IL3;IL2RA;BRAF","Reactome_2022","Negative","p < 0.05"
"Prolonged ERK Activation Events R-HSA-169893","1/14",0.0775834254712299,0.329081794381745,0,0,13.4089068825911,34.2785491838833,"BRAF","Reactome_2022","Negative","p < 0.05"
"Repression Of WNT Target Genes R-HSA-4641265","1/14",0.0775834254712299,0.329081794381745,0,0,13.4089068825911,34.2785491838833,"AXIN2","Reactome_2022","Negative","p < 0.05"
"Signaling By Rho GTPases R-HSA-194315","7/644",0.0781666970027898,0.329081794381745,0,0,1.95848595848596,4.99200756170504,"SCFD1;PGRMC2;KDM4C;TFRC;ABL1;CDC42BPB;LMNB1","Reactome_2022","Negative","p < 0.05"
"Generic Transcription Pathway R-HSA-212436","11/1190",0.0807174295557884,0.335549250253095,0,0,1.67813335943107,4.22352729325441,"IL3;MEF2C;PARP1;RMI1;IL2RA;IHH;ABL1;TNFRSF10A;AGRP;GLYAT;NELFE","Reactome_2022","Negative","p < 0.05"
"Depolymerisation Of Nuclear Lamina R-HSA-4419969","1/15",0.0828910261907883,0.335549250253095,0,0,12.4505012531328,31.0045927025509,"LMNB1","Reactome_2022","Negative","p < 0.05"
"ERBB2 Regulates Cell Motility R-HSA-6785631","1/15",0.0828910261907883,0.335549250253095,0,0,12.4505012531328,31.0045927025509,"BTC","Reactome_2022","Negative","p < 0.05"
"GRB2 Events In ERBB2 Signaling R-HSA-1963640","1/15",0.0828910261907883,0.335549250253095,0,0,12.4505012531328,31.0045927025509,"BTC","Reactome_2022","Negative","p < 0.05"
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542","7/660",0.0863699844060485,0.346302508904251,0,0,1.9089104418354,4.67514132319851,"SCFD1;PGRMC2;KDM4C;TFRC;ABL1;CDC42BPB;LMNB1","Reactome_2022","Negative","p < 0.05"
"PI3K Events In ERBB2 Signaling R-HSA-1963642","1/16",0.0881683512530413,0.346905382032994,0,0,11.6198830409357,28.2189697407207,"BTC","Reactome_2022","Negative","p < 0.05"
"Spry Regulation Of FGF Signaling R-HSA-1295596","1/16",0.0881683512530413,0.346905382032994,0,0,11.6198830409357,28.2189697407207,"BRAF","Reactome_2022","Negative","p < 0.05"
"RAC2 GTPase Cycle R-HSA-9013404","2/87",0.0895051564821212,0.348035006369625,0,0,4.12285268089537,9.95033607756475,"PGRMC2;TFRC","Reactome_2022","Negative","p < 0.05"
"ER-Phagosome Pathway R-HSA-1236974","2/89",0.0930148139398752,0.348035006369625,0,0,4.02766758213813,9.56569644633829,"VAMP8;CALR","Reactome_2022","Negative","p < 0.05"
"Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon R-HSA-936964","1/17",0.0934155717809207,0.348035006369625,0,0,10.8930921052632,25.8242232389137,"TANK","Reactome_2022","Negative","p < 0.05"
"Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584","1/17",0.0934155717809207,0.348035006369625,0,0,10.8930921052632,25.8242232389137,"LMNB1","Reactome_2022","Negative","p < 0.05"
"GAB1 Signalosome R-HSA-180292","1/17",0.0934155717809207,0.348035006369625,0,0,10.8930921052632,25.8242232389137,"BTC","Reactome_2022","Negative","p < 0.05"
"Vitamin B5 (Pantothenate) Metabolism R-HSA-199220","1/17",0.0934155717809207,0.348035006369625,0,0,10.8930921052632,25.8242232389137,"PANK1","Reactome_2022","Negative","p < 0.05"
"Signaling By TGF-beta Receptor Complex R-HSA-170834","2/91",0.0965640622816551,0.354909685627399,0,0,3.93676046534752,9.20236904442764,"ITGB5;PARP1","Reactome_2022","Negative","p < 0.05"
"Activation Of SMO R-HSA-5635838","1/18",0.0986328580009636,0.354909685627399,0,0,10.2518059855521,23.7467792774044,"IHH","Reactome_2022","Negative","p < 0.05"
"Regulation Of NF-kappa B Signaling R-HSA-9758274","1/18",0.0986328580009636,0.354909685627399,0,0,10.2518059855521,23.7467792774044,"TANK","Reactome_2022","Negative","p < 0.05"
"Lewis Blood Group Biosynthesis R-HSA-9037629","1/18",0.0986328580009636,0.354909685627399,0,0,10.2518059855521,23.7467792774044,"FUT3","Reactome_2022","Negative","p < 0.05"
"RAC3 GTPase Cycle R-HSA-9013423","2/93",0.100151551578547,0.357320366225157,0,0,3.84984926577847,8.85877543900377,"PGRMC2;TFRC","Reactome_2022","Negative","p < 0.05"
"Drug ADME R-HSA-9748784","2/95",0.103775957183801,0.358265406739866,0,0,3.76667618231992,8.53348384600323,"GLYAT;NT5C2","Reactome_2022","Negative","p < 0.05"
"Metabolism Of Nucleotides R-HSA-15869","2/95",0.103775957183801,0.358265406739866,0,0,3.76667618231992,8.53348384600323,"NT5C2;DNPH1","Reactome_2022","Negative","p < 0.05"
"Scavenging By Class A Receptors R-HSA-3000480","1/19",0.10382037915027,0.358265406739866,0,0,9.6817738791423,21.930118208245,"CALR","Reactome_2022","Negative","p < 0.05"
"Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383","1/19",0.10382037915027,0.358265406739866,0,0,9.6817738791423,21.930118208245,"LMNB1","Reactome_2022","Negative","p < 0.05"
"MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871","2/96",0.105601596452074,0.358469563239167,0,0,3.72641687064583,8.3772899085007,"MEF2C;TANK","Reactome_2022","Negative","p < 0.05"
"Syndecan Interactions R-HSA-3000170","1/20",0.108978303522462,0.358469563239167,0,0,9.17174515235457,20.3301496167228,"ITGB5","Reactome_2022","Negative","p < 0.05"
"Cytokine Signaling In Immune System R-HSA-1280215","7/702",0.110159821154575,0.358469563239167,0,0,1.78963495869971,3.94761803953,"GBP5;IL3;MEF2C;IL2RA;LTBR;TANK;LMNB1","Reactome_2022","Negative","p < 0.05"
"RHO GTPase Cycle R-HSA-9012999","5/441",0.110825551799368,0.358469563239167,0,0,2.02762718932444,4.46037007228962,"SCFD1;PGRMC2;TFRC;CDC42BPB;LMNB1","Reactome_2022","Negative","p < 0.05"
"MAPK Family Signaling Cascades R-HSA-5683057","4/318",0.111225169205782,0.358469563239167,0,0,2.24605497216962,4.9327827427235,"BTC;IL3;IL2RA;BRAF","Reactome_2022","Negative","p < 0.05"
"TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541","2/100",0.112990010336963,0.358469563239167,0,0,3.57359581000542,7.7920679547705,"LTBR;TANK","Reactome_2022","Negative","p < 0.05"
"Transcriptional Regulation By RUNX1 R-HSA-8878171","3/204",0.113288856047073,0.358469563239167,0,0,2.62313432835821,5.71269990678631,"IL3;IL2RA;ABL1","Reactome_2022","Negative","p < 0.05"
"SHC1 Events In ERBB2 Signaling R-HSA-1250196","1/21",0.114106798519442,0.358469563239167,0,0,8.71271929824561,18.9120065969308,"BTC","Reactome_2022","Negative","p < 0.05"
"Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803","1/21",0.114106798519442,0.358469563239167,0,0,8.71271929824561,18.9120065969308,"LMNB1","Reactome_2022","Negative","p < 0.05"
"Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686","1/21",0.114106798519442,0.358469563239167,0,0,8.71271929824561,18.9120065969308,"BTC","Reactome_2022","Negative","p < 0.05"
"Mitochondrial tRNA Aminoacylation R-HSA-379726","1/21",0.114106798519442,0.358469563239167,0,0,8.71271929824561,18.9120065969308,"NARS2","Reactome_2022","Negative","p < 0.05"
"TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138","2/101",0.114857796013253,0.358469563239167,0,0,3.53732010369179,7.65497461388985,"MEF2C;TANK","Reactome_2022","Negative","p < 0.05"
"Hemostasis R-HSA-109582","6/576",0.114969578073476,0.358469563239167,0,0,1.86528247223563,4.03476961768463,"CYB5R1;SERPINA3;ABL1;SCG3;TNFRSF10A;KIF3C","Reactome_2022","Negative","p < 0.05"
"MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155","2/102",0.116733546946814,0.358469563239167,0,0,3.50176991150442,7.52131613701245,"MEF2C;TANK","Reactome_2022","Negative","p < 0.05"
"Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164","2/103",0.118617111923322,0.358469563239167,0,0,3.46692368351879,7.39097692578549,"MEF2C;TANK","Reactome_2022","Negative","p < 0.05"
"Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181","2/103",0.118617111923322,0.358469563239167,0,0,3.46692368351879,7.39097692578549,"MEF2C;TANK","Reactome_2022","Negative","p < 0.05"
"Blood Group Systems Biosynthesis R-HSA-9033658","1/22",0.119206030530839,0.358469563239167,0,0,8.29741019214703,17.6477777842792,"FUT3","Reactome_2022","Negative","p < 0.05"
"ERK/MAPK Targets R-HSA-198753","1/22",0.119206030530839,0.358469563239167,0,0,8.29741019214703,17.6477777842792,"MEF2C","Reactome_2022","Negative","p < 0.05"
"Signaling By Interleukins R-HSA-449147","5/453",0.120388862739758,0.358903080818484,0,0,1.97209821428571,4.1749876364413,"IL3;MEF2C;IL2RA;TANK;LMNB1","Reactome_2022","Negative","p < 0.05"
"Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242","1/23",0.124276165084217,0.358903080818484,0,0,7.91985645933014,16.5148731737652,"NELFE","Reactome_2022","Negative","p < 0.05"
"Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138","2/106",0.124313200350858,0.358903080818484,0,0,3.36640571817563,7.01879126674954,"MEF2C;TANK","Reactome_2022","Negative","p < 0.05"
"MyD88-independent TLR4 Cascade R-HSA-166166","2/107",0.126226537883013,0.358903080818484,0,0,3.33417614833544,6.90066791037188,"MEF2C;TANK","Reactome_2022","Negative","p < 0.05"
"Gene Expression (Transcription) R-HSA-74160","12/1449",0.128497118291798,0.358903080818484,0,0,1.49567261892697,3.06889406930001,"IL3;MEF2C;PARP1;RMI1;INTS3;IL2RA;IHH;ABL1;TNFRSF10A;AGRP;GLYAT;NELFE","Reactome_2022","Negative","p < 0.05"
"RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973","1/24",0.129317366746554,0.358903080818484,0,0,7.57513348588863,15.4948271349113,"ABL1","Reactome_2022","Negative","p < 0.05"
"Defective Intrinsic Pathway For Apoptosis R-HSA-9734009","1/24",0.129317366746554,0.358903080818484,0,0,7.57513348588863,15.4948271349113,"LMNB1","Reactome_2022","Negative","p < 0.05"
"Signaling By EGFR In Cancer R-HSA-1643713","1/24",0.129317366746554,0.358903080818484,0,0,7.57513348588863,15.4948271349113,"BTC","Reactome_2022","Negative","p < 0.05"
"Signaling By ERBB2 KD Mutants R-HSA-9664565","1/24",0.129317366746554,0.358903080818484,0,0,7.57513348588863,15.4948271349113,"BTC","Reactome_2022","Negative","p < 0.05"
"Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638","1/24",0.129317366746554,0.358903080818484,0,0,7.57513348588863,15.4948271349113,"BTC","Reactome_2022","Negative","p < 0.05"
"Impaired BRCA2 Binding To PALB2 R-HSA-9709603","1/24",0.129317366746554,0.358903080818484,0,0,7.57513348588863,15.4948271349113,"RMI1","Reactome_2022","Negative","p < 0.05"
"Adaptive Immune System R-HSA-1280218","7/733",0.129757534369588,0.358903080818484,0,0,1.71045046423834,3.49288983782572,"VAMP8;SPSB1;ITGB5;TPP2;CD1D;KIF3C;CALR","Reactome_2022","Negative","p < 0.05"
"Resolution Of AP Sites Via Multiple-Nucleotide Patch Replacement Pathway R-HSA-110373","1/25",0.134329799153841,0.358903080818484,0,0,7.25913742690059,14.572408528789,"PARP1","Reactome_2022","Negative","p < 0.05"
"Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192","1/25",0.134329799153841,0.358903080818484,0,0,7.25913742690059,14.572408528789,"RMI1","Reactome_2022","Negative","p < 0.05"
"Signaling By ERBB2 In Cancer R-HSA-1227990","1/25",0.134329799153841,0.358903080818484,0,0,7.25913742690059,14.572408528789,"BTC","Reactome_2022","Negative","p < 0.05"
"TRAF6 Mediated NF-kB Activation R-HSA-933542","1/25",0.134329799153841,0.358903080818484,0,0,7.25913742690059,14.572408528789,"TANK","Reactome_2022","Negative","p < 0.05"
"Golgi-to-ER Retrograde Transport R-HSA-8856688","2/112",0.135896582094525,0.358903080818484,0,0,3.18181818181818,6.35046716274719,"STX18;KIF3C","Reactome_2022","Negative","p < 0.05"
"MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058","2/112",0.135896582094525,0.358903080818484,0,0,3.18181818181818,6.35046716274719,"MEF2C;TANK","Reactome_2022","Negative","p < 0.05"
"Calnexin/calreticulin Cycle R-HSA-901042","1/26",0.13931362507196,0.358903080818484,0,0,6.96842105263158,13.7349501672851,"CALR","Reactome_2022","Negative","p < 0.05"
"TNFR1-induced NFkappaB Signaling Pathway R-HSA-5357956","1/26",0.13931362507196,0.358903080818484,0,0,6.96842105263158,13.7349501672851,"TANK","Reactome_2022","Negative","p < 0.05"
"HDMs Demethylate Histones R-HSA-3214842","1/26",0.13931362507196,0.358903080818484,0,0,6.96842105263158,13.7349501672851,"KDM4C","Reactome_2022","Negative","p < 0.05"
"N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576","1/26",0.13931362507196,0.358903080818484,0,0,6.96842105263158,13.7349501672851,"FUT3","Reactome_2022","Negative","p < 0.05"
"Signaling By NTRK1 (TRKA) R-HSA-187037","2/114",0.139810226257082,0.358903080818484,0,0,3.12468394437421,6.14771974108774,"MEF2C;BRAF","Reactome_2022","Negative","p < 0.05"
"HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567","2/114",0.139810226257082,0.358903080818484,0,0,3.12468394437421,6.14771974108774,"RMI1;ABL1","Reactome_2022","Negative","p < 0.05"
"Innate Immune System R-HSA-168249","9/1035",0.141565014226799,0.361205278724137,0,0,1.56065872227739,3.05108187610626,"VAMP8;SERPINA3;MEF2C;UNC93B1;CFHR3;ABL1;OSTF1;GLYAT;TANK","Reactome_2022","Negative","p < 0.05"
"Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554","1/27",0.144269006312182,0.365887058177281,0,0,6.70006747638327,12.9718373117628,"RMI1","Reactome_2022","Negative","p < 0.05"
"Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170","1/28",0.149196103799692,0.368557023323087,0,0,6.45159194282001,12.2741130616472,"CALR","Reactome_2022","Negative","p < 0.05"
"TRAF6 Mediated IRF7 Activation R-HSA-933541","1/28",0.149196103799692,0.368557023323087,0,0,6.45159194282001,12.2741130616472,"TANK","Reactome_2022","Negative","p < 0.05"
"Molecules Associated With Elastic Fibres R-HSA-2129379","1/28",0.149196103799692,0.368557023323087,0,0,6.45159194282001,12.2741130616472,"ITGB5","Reactome_2022","Negative","p < 0.05"
"Signaling By TGFB Family Members R-HSA-9006936","2/119",0.149698933463772,0.368557023323087,0,0,2.99039407004009,5.67914443498191,"ITGB5;PARP1","Reactome_2022","Negative","p < 0.05"
"Transcriptional Regulation By RUNX2 R-HSA-8878166","2/119",0.149698933463772,0.368557023323087,0,0,2.99039407004009,5.67914443498191,"IHH;ABL1","Reactome_2022","Negative","p < 0.05"
"Acyl Chain Remodelling Of PE R-HSA-1482839","1/29",0.154095077543849,0.3728392393446,0,0,6.22086466165414,11.6341707659137,"PLAAT2","Reactome_2022","Negative","p < 0.05"
"Downregulation Of ERBB2 Signaling R-HSA-8863795","1/29",0.154095077543849,0.3728392393446,0,0,6.22086466165414,11.6341707659137,"BTC","Reactome_2022","Negative","p < 0.05"
"Negative Regulation Of FGFR3 Signaling R-HSA-5654732","1/29",0.154095077543849,0.3728392393446,0,0,6.22086466165414,11.6341707659137,"BRAF","Reactome_2022","Negative","p < 0.05"
"Signaling By Receptor Tyrosine Kinases R-HSA-9006934","5/496",0.157655319966042,0.378921488145605,0,0,1.79540825773005,3.31673693843402,"BTC;MEF2C;BRAF;MST1R;GRAP","Reactome_2022","Negative","p < 0.05"
"MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282","1/30",0.158966086679671,0.378921488145605,0,0,6.00604960677556,11.0455119614068,"MEF2C","Reactome_2022","Negative","p < 0.05"
"Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238","1/31",0.163809289412114,0.378921488145605,0,0,5.80555555555556,10.5025541951665,"NELFE","Reactome_2022","Negative","p < 0.05"
"Diseases Associated With TLR Signaling Cascade R-HSA-5602358","1/31",0.163809289412114,0.378921488145605,0,0,5.80555555555556,10.5025541951665,"UNC93B1","Reactome_2022","Negative","p < 0.05"
"Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795","1/31",0.163809289412114,0.378921488145605,0,0,5.80555555555556,10.5025541951665,"PARP1","Reactome_2022","Negative","p < 0.05"
"EGFR Downregulation R-HSA-182971","1/31",0.163809289412114,0.378921488145605,0,0,5.80555555555556,10.5025541951665,"BTC","Reactome_2022","Negative","p < 0.05"
"Transferrin Endocytosis And Recycling R-HSA-917977","1/31",0.163809289412114,0.378921488145605,0,0,5.80555555555556,10.5025541951665,"TFRC","Reactome_2022","Negative","p < 0.05"
"Negative Regulation Of FGFR4 Signaling R-HSA-5654733","1/31",0.163809289412114,0.378921488145605,0,0,5.80555555555556,10.5025541951665,"BRAF","Reactome_2022","Negative","p < 0.05"
"RAF Activation R-HSA-5673000","1/32",0.168624843123433,0.384246487817435,0,0,5.61799660441426,10.0004771864787,"BRAF","Reactome_2022","Negative","p < 0.05"
"Nuclear Signaling By ERBB4 R-HSA-1251985","1/32",0.168624843123433,0.384246487817435,0,0,5.61799660441426,10.0004771864787,"BTC","Reactome_2022","Negative","p < 0.05"
"Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568","1/33",0.173412904240648,0.384246487817435,0,0,5.4421600877193,9.53509874981493,"RMI1","Reactome_2022","Negative","p < 0.05"
"Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948","1/33",0.173412904240648,0.384246487817435,0,0,5.4421600877193,9.53509874981493,"BRAF","Reactome_2022","Negative","p < 0.05"
"Signaling To ERKs R-HSA-187687","1/33",0.173412904240648,0.384246487817435,0,0,5.4421600877193,9.53509874981493,"BRAF","Reactome_2022","Negative","p < 0.05"
"Formation Of Early Elongation Complex R-HSA-113418","1/33",0.173412904240648,0.384246487817435,0,0,5.4421600877193,9.53509874981493,"NELFE","Reactome_2022","Negative","p < 0.05"
"HIV Elongation Arrest And Recovery R-HSA-167287","1/33",0.173412904240648,0.384246487817435,0,0,5.4421600877193,9.53509874981493,"NELFE","Reactome_2022","Negative","p < 0.05"
"Negative Regulation Of FGFR1 Signaling R-HSA-5654726","1/33",0.173412904240648,0.384246487817435,0,0,5.4421600877193,9.53509874981493,"BRAF","Reactome_2022","Negative","p < 0.05"
"Signaling By NTRKs R-HSA-166520","2/132",0.176009638997591,0.384672295117645,0,0,2.68958475153165,4.67239105802949,"MEF2C;BRAF","Reactome_2022","Negative","p < 0.05"
"Resolution Of D-Loop Structures R-HSA-5693537","1/34",0.178173628379907,0.384672295117645,0,0,5.27698032961191,9.10277399114438,"RMI1","Reactome_2022","Negative","p < 0.05"
"Detoxification Of Reactive Oxygen Species R-HSA-3299685","1/34",0.178173628379907,0.384672295117645,0,0,5.27698032961191,9.10277399114438,"GLYAT","Reactome_2022","Negative","p < 0.05"
"Lysosome Vesicle Biogenesis R-HSA-432720","1/34",0.178173628379907,0.384672295117645,0,0,5.27698032961191,9.10277399114438,"VAMP8","Reactome_2022","Negative","p < 0.05"
